Type,Map,Stage,Link (EN)
013,022,,[[Unearthed Artifacts]]
013,022,000,[[Loser's Complaint]]
013,022,001,[[Brave Dog's Bone]]
013,022,002,[[Poison Bog Cure]]
013,022,003,[[Patience Prevails]]
013,022,004,[[A Boat Too Far]]
013,022,005,[[Cursing the Curser]]
013,023,,[[Realm of Whyworry]]
013,023,000,[[Authority and Gravity]]
013,023,001,[[Slave to Energy]]
013,023,002,[[Raise Your Torches]]
013,023,003,[[Despotism at Home]]
013,023,004,[[Unauthorized Breathing]]
013,023,005,[[Bare Fangs at the Throne]]
013,024,,[[Pumping Titanium]]
013,024,000,[[Treadmill Powered]]
013,024,001,[[Vengeful Sandbag]]
013,024,002,[[Protein Cartel]]
013,024,003,[[Anaerobic Cycling]]
013,024,004,[[Sauna Handstands]]
013,024,005,[[Lakeside Bootcamp]]
013,025,,[[Morningstar Isle]]
013,025,000,[[Curry Comet]]
013,025,001,[[Icarus' Instinct]]
013,025,002,[[Rainbow Bridge Toll]]
013,025,003,[[Planetarium Love]]
013,025,004,[[Meteor Disco]]
013,025,005,[[Cats in the Stars]]
013,026,,[[In the Sleeping Forest]]
013,026,000,[[The Prince's Woods]]
013,026,001,[[Aria of the Princess]]
013,026,002,[[Wicked Beauty]]
013,026,003,[[Glass Slippers]]
013,026,004,[[Guild of Masks]]
013,026,005,[[Happily Ever After]]
013,027,,[[Laboratory Island]]
013,027,000,[[Flask Hill]]
013,027,001,[[Anatomy Forest]]
013,027,002,[[Formalin Marina]]
013,027,003,[[Swamp of Ignorance]]
013,027,004,[[Microscope Bridge]]
013,027,005,[[Burning Blue]]
013,028,,[[Forgotten Graves]]
013,028,000,[[Slumbering Cavern]]
013,028,001,[[Cozy Corpses]]
013,028,002,[[Second Unlife]]
013,028,003,[[Defaced Tombstone]]
013,028,004,[[Botanical Burial]]
013,028,005,[[Sodden Bones]]
013,029,,[[Dawn of the Beginning]]
013,029,000,[[A Dutiful Prayer]]
013,029,001,[[Dilemma of Birth]]
013,029,002,[[The Ivory Oracle]]
013,029,003,[[Persona's Blooming]]
013,029,004,[[Passionate Release]]
013,029,005,[[Buried Hypocrisy]]
013,030,,[[The Happy Lucky Temple]]
013,030,000,[[Pilgrim Agitators]]
013,030,001,[[The Belated Priest]]
013,030,002,[[Choir Battle]]
013,030,003,[[Adventurer's Journal]]
013,030,004,[[Chapel Transfer]]
013,030,005,[[Dark Lord's Decree]]
013,031,,[[Theatre of Fear]]
013,031,000,[[Spiralling Ring]]
013,031,001,[[Payday the 13th]]
013,031,002,[[Normal Activity]]
013,031,003,[[Darkened House]]
013,031,004,[[Internal Scream]]
013,031,005,[[A Pile of Guts]]
013,032,,[[Diver's City]]
013,032,000,"[[Diversity, Alkilinity]]"
013,032,001,[[Ironsand Beach]]
013,032,002,[[Oil Spill Rainbow]]
013,032,003,[[Love Refinery]]
013,032,004,[[Overnight Overtime]]
013,032,005,[[Cathode Influencer]]
013,033,,[[Nasi-Go-Round]]
013,033,000,[[Angkor S.W.A.T.]]
013,033,001,[[Tropical Garden]]
013,033,002,[[Kuala Lum-Pool]]
013,033,003,[[Poison on Rice]]
013,033,004,[[Khao Man Guys]]
013,033,005,[[Fish-Legged Beauty]]
013,034,,[[DNA Plantation]]
013,034,000,[[Banana Genomes]]
013,034,001,[[Artificial Strawberries]]
013,034,002,[[Organic Chromosomes]]
013,034,003,[[Nano-Grapes]]
013,034,004,[[Cloned Farmers]]
013,034,005,[[Gene Salesmen]]
013,035,,[[Ancient Forest Labyrinth]]
013,035,000,[[The Ivy-Sealed Door]]
013,035,001,[[Reincarnation Ring]]
013,035,002,[[Re-Leaf Towers]]
013,035,003,[[Canopy Altar]]
013,035,004,[[Sappy Underpass]]
013,035,005,[[The Face of God]]
013,036,,[[Castle of the Sentinels]]
013,036,000,[[Confront the Tyrant]]
013,036,001,[[Disaster Cycle]]
013,036,002,[[Three Evil Brothers]]
013,036,003,[[Pulled Punch Bout]]
013,036,004,[[Border Between Worlds]]
013,036,005,[[Hall of the Four Kings]]
013,037,,[[Spacetime Distortion]]
013,037,000,[[The Great Sufferer]]
013,037,001,[[Patient Red Fox]]
013,037,002,[[Learned to Hate]]
013,037,003,[[Multiplanar Studios]]
013,037,004,[[Infernal Forces]]
013,037,005,[[Hell's All-Stars]]
013,038,,[[Imminent Disaster]]
013,038,000,[[Aku Altar's Seal]]
013,039,,"[[Bikura, Harbor of Evil]]"
013,039,000,[[Toy Boat Graveyard]]
013,039,001,[[Breathtaking Waves]]
013,039,002,[[Dried Fish Market]]
013,039,003,[[Breakwater Blood Feud]]
013,039,004,[[Fishermen On Strike]]
013,039,005,[[Seahorses Caught]]
013,040,,[[Dead Heat Land]]
013,040,000,[[Magma Pillar]]
013,040,001,[[Burning Crimson]]
013,040,002,[[Boiling Blood]]
013,040,003,[[Hell's Crater]]
013,040,004,[[Fire Kingdom Dynamite]]
013,040,005,[[Burning Sunset]]
013,041,,[[Rose-Colored Road]]
013,041,000,[[Speechless Tongues]]
013,041,001,[[Lamps Aloft]]
013,041,002,[[Ashes Just Ahead]]
013,041,003,[[Cloak of Hiding]]
013,041,004,[[Hall of Feasting]]
013,041,005,"[[Roast Meat, Not Cities]]"
013,042,,[[Behemoth's Peak]]
013,042,000,[[Fountain of Memories]]
013,042,001,[[Chaotic Pulse]]
013,042,002,[[Beyond the Haze]]
013,042,003,[[Border Soil]]
013,042,004,[[Silver Current]]
013,042,005,[[Immortal Zenith]]
013,043,,[[Moodist Beach]]
013,043,000,[[Stars in the Tumbler]]
013,043,001,[[Night of the Hustler]]
013,043,002,[[Don't Rush Love]]
013,043,003,[[Tear-Soaked Puppy]]
013,043,004,[[Shinobi Showdown]]
013,043,005,[[Ancient Sea Blues]]
013,044,,[[Cat-Chasing Village]]
013,044,000,[[Pithouse Academy]]
013,044,001,[[Local Harvest Forecast]]
013,044,002,[[Clay Pot Soul Food]]
013,044,003,[[Chiefs' Smoking Area]]
013,044,004,[[Rest Stop Sacrifice]]
013,044,005,[[Outta This Village]]
013,045,,[[Bazaar of the Pirate King]]
013,045,000,[[Stylist Mononoke]]
013,045,001,[[Stand By Motel]]
013,045,002,[[Aven-Jazz Cafe]]
013,045,003,[[Retreat of the Living Dead]]
013,045,004,[[Titanic Steakhouse]]
013,045,005,[[Inn-Dependence Day]]
013,046,,[[Between Truth and Lies]]
013,046,000,[[Fullstop Valley]]
013,046,001,[[Master of Demon Keep]]
013,046,002,[[Warning of the Setting Sun]]
013,046,003,[[Infinity Ridge]]
013,046,004,[[Eternal Ancient Woods]]
013,046,005,[[Neverending Footsteps]]
013,047,,[[Humanity Catified]]
013,047,000,[[Soul in the Idol]]
013,047,001,[[Wager of Honor]]
013,047,002,[[Crown of Vanity]]
013,047,003,[[Bestowing Eternity]]
013,047,004,[[Atonement for Sin]]
013,047,005,[[Reign of the Ape Lord]]
013,047,006,[[Ape Lord's Revenge]]
013,047,007,[[Birth of True Man]]
013,048,,[[Sacred Forest]]
013,048,000,[[Revival of Origin]]
#	UL
014,000,,[[Growing Yellow]]
014,000,000,[[Rays of Gold (Hard)]]
014,000,001,[[Rays of Gold (Expert)]]
014,000,002,[[Rays of Gold (Insane)]]
014,001,,[[Growing Blue]]
014,001,000,[[Blue Illusion (Hard)]]
014,001,001,[[Blue Illusion (Expert)]]
014,001,002,[[Blue Illusion (Insane)]]
014,002,,[[Growing Red]]
014,002,000,[[Red Passions (Hard)]]
014,002,001,[[Red Passions (Expert)]]
014,002,002,[[Red Passions (Insane)]]
014,003,,[[Growing Purple]]
014,003,000,[[Violet Flash (Hard)]]
014,003,001,[[Violet Flash (Expert)]]
014,003,002,[[Violet Flash (Insane)]]
014,004,,[[Growing Green]]
014,004,000,[[Green Envy (Hard)]]
014,004,001,[[Green Envy (Expert)]]
014,004,002,[[Green Envy (Insane)]]
014,005,,Facing Danger
014,005,000,[[Steel Visage (Deadly)]]
014,006,,Siege of Hippoe!
014,006,000,[[Super Metal Hippoe (Expert)]]
014,007,,Cat Ticket Chance!
014,007,000,"[[Love, Metal Hippoe (Hard)]]"
014,008,,Merciless XP!
014,008,000,[[Taste of Success (Merciless)]]
014,009,,XP Colosseum
014,009,000,[[Tempered in Flame (Deadly)]]
014,010,,XP Megablitz!
014,010,000,[[Refined Palate (Insane)]]
014,011,,[[XP Stage]]
014,011,000,[[Sweet XP (Easy)]]
014,011,001,[[Sweet XP (Normal)]]
014,011,002,[[Sweet XP (Hard)]]
014,011,003,[[Sweet XP (Veteran)]]
014,011,004,[[Sweet XP (Expert)]]
014,011,005,[[Sweet XP (Insane)]]
014,012,,Clionel Ascendant
014,012,000,[[No Plan A (Deadly)]]
014,013,,River Styx
014,013,000,[[Realm of Carnage (Deadly)]]
014,014,,Queen's Coronation
014,014,000,[[Honey Trap (Deadly)]]
014,015,,Dead on Debut
014,015,000,[[Parade of the Dead (Deadly)]]
014,016,,King Wahwah's Revenge
014,016,000,[[N-1 Grand Prix (Deadly)]]
014,017,,Deeply Dreaming
014,017,000,[[Bombergirl (Deadly)]]
014,018,,Crimson Catastrophe
014,018,000,[[Attack on R-Cyclone (Expert)]]
014,019,,Heaven of Darkness
014,019,000,[[Attack on B-Cyclone (Expert)]]
014,020,,Peerless
014,020,000,[[Attack on W-Cyclone (Expert)]]
014,021,,Wrath of Heaven
014,021,000,[[Oncoming Maelstrom (Expert)]]
014,022,,Sweet Irony
014,022,000,[[Attack on Titanium (Insane)]]
014,023,,Dimension of Despair
014,023,000,[[Black Hole Rising (Insane)]]
014,024,,The Crazed Cat
014,024,000,[[Dark Souls (Insane)]]
014,025,,The Crazed Tank
014,025,000,[[Absolute Defence (Insane)]]
014,026,,The Crazed Axe
014,026,000,[[Berserk (Insane)]]
014,027,,The Crazed Gross
014,027,000,[[Festival Gross (Insane)]]
014,028,,The Crazed Cow
014,028,000,[[Head Shaker (Insane)]]
014,029,,The Crazed Bird
014,029,000,[[Flappy Cat (Insane)]]
014,030,,The Crazed Fish
014,030,000,[[Fish Hell (Insane)]]
014,031,,The Crazed Lizard
014,031,000,[[Mammals? (Insane)]]
014,032,,The Crazed Titan
014,032,000,[[Crazy Cats (Insane)]]
014,033,,Blue Impact
014,033,000,[[Puffer Planet (Merciless)]]
014,034,,[[Crazed Moneko|Crazed Moneko Strikes]] (Catamin)
014,034,000,[[in JAPAN (Crazed Moneko)|in JAPAN]]
014,034,001,[[in LONDON]]
014,034,002,[[in NEW YORK]]
014,035,,Red Sky at Morning
014,035,000,[[Oncoming Storm (Insane)]]
014,036,,The Rolling Dead
014,036,000,[[Unholy Tempest (Insane)]]
014,037,,Typhoon Nemo
014,037,000,[[Charybdis' Mouth (Merciless)]]
014,038,,The Great Diablo
014,038,000,[[Wrath of Hell (Deadly)]]
014,039,,Bottom of the Swamp
014,039,000,[[Flow Like the Stream (Merciless)]]
014,040,,Cat Maniac
014,040,000,[[Deathhawk (Deadly)]]
014,041,,Tank Maniac
014,041,000,[[Vulcanizer (Deadly)]]
014,042,,Axe Maniac
014,042,000,[[Unjust War (Deadly)]]
014,043,,Gross Maniac
014,043,000,[[Muscle Party (Deadly)]]
014,044,,Cow Maniac
014,044,000,[[Lots O' Lion (Deadly)]]
014,045,,Bird Maniac
014,045,000,[[Forest Beasts (Deadly)]]
014,046,,Fish Maniac
014,046,000,[[Ogre Island (Deadly)]]
014,047,,Lizard Maniac
014,047,000,[[Draconian (Deadly)]]
014,048,,Titan Maniac
014,048,000,[[Resident Feline (Deadly)]]
014,049,,The 2nd Dimension
014,049,000,[[The Wormhole Opens (Deadly)]]
014,050,,XP Bonanza!
014,050,000,[[Imp's Temptation]]
014,050,001,[[Demon's Temptation]]
014,050,002,[[Archfiend's Temptation]]
014,051,,Growing Evil
014,051,000,[[Aku's Murmur (Insane)]]
014,051,001,[[Aku's Murmur (Deadly)]]
014,051,002,[[Aku's Whisper (Deadly)]]
014,051,003,[[Aku's Whisper (Merciless)]]
#	Catamin
024,000,,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Baron Seal Strikes!]]
024,000,000,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 1]]
024,000,001,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 2]]
024,000,002,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 3]]
024,000,003,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 4]]
024,000,004,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 5]]
024,000,005,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 6]]
024,000,006,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 7]]
024,000,007,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 8]]
024,000,008,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 9]]
024,000,009,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 10]]
024,000,010,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 11]]
024,000,011,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 12]]
024,000,012,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 13]]
024,000,013,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 14]]
024,000,014,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 15]]
024,000,015,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 16]]
024,000,016,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 17]]
024,000,017,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 18]]
024,000,018,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 19]]
024,000,019,[[Baron Seal Strikes (Old)/Red Alerts 1~20|Red Alert 20]]
024,001,,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Baron Seal Strikes!!]]
024,001,000,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 21]]
024,001,001,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 22]]
024,001,002,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 23]]
024,001,003,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 24]]
024,001,004,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 25]]
024,001,005,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 26]]
024,001,006,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 27]]
024,001,007,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 28]]
024,001,008,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 29]]
024,001,009,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 30]]
024,001,010,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 31]]
024,001,011,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 32]]
024,001,012,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 33]]
024,001,013,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 34]]
024,001,014,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 35]]
024,001,015,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 36]]
024,001,016,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 37]]
024,001,017,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 38]]
024,001,018,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 39]]
024,001,019,[[Baron Seal Strikes (Old)/Red Alerts 21~40|Red Alert 40]]
024,002,,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Baron Seal Strikes!!!]]
024,002,000,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 41]]
024,002,001,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 42]]
024,002,002,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 43]]
024,002,003,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 44]]
024,002,004,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 45]]
024,002,005,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 46]]
024,002,006,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 47]]
024,002,007,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 48]]
024,002,008,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 49]]
024,002,009,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 50]]
024,002,010,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 51]]
024,002,011,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 52]]
024,002,012,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 53]]
024,002,013,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 54]]
024,002,014,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 55]]
024,002,015,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 56]]
024,002,016,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 57]]
024,002,017,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 58]]
024,002,018,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 59]]
024,002,019,[[Baron Seal Strikes (Old)/Red Alerts 41~60|Red Alert 60]]
024,003,,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Le'Grim Strikes!]]
024,003,000,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv1]]
024,003,001,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv2]]
024,003,002,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv3]]
024,003,003,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv4]]
024,003,004,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv5]]
024,003,005,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv6]]
024,003,006,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv7]]
024,003,007,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv8]]
024,003,008,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv9]]
024,003,009,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv10]]
024,003,010,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv11]]
024,003,011,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv12]]
024,003,012,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv13]]
024,003,013,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv14]]
024,003,014,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv15]]
024,003,015,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv16]]
024,003,016,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv17]]
024,003,017,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv18]]
024,003,018,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv19]]
024,003,019,[[Le'Grim Strikes (Old)/Rampage Lv1~20|Rampage Lv20]]
024,004,,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Le'Grim Strikes!!]]
024,004,000,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv21]]
024,004,001,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv22]]
024,004,002,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv23]]
024,004,003,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv24]]
024,004,004,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv25]]
024,004,005,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv26]]
024,004,006,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv27]]
024,004,007,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv28]]
024,004,008,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv29]]
024,004,009,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv30]]
024,004,010,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv31]]
024,004,011,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv32]]
024,004,012,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv33]]
024,004,013,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv34]]
024,004,014,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv35]]
024,004,015,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv36]]
024,004,016,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv37]]
024,004,017,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv38]]
024,004,018,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv39]]
024,004,019,[[Le'Grim Strikes (Old)/Rampage Lv21~40|Rampage Lv40]]
024,005,,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Le'Grim Strikes!!!]]
024,005,000,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv41]]
024,005,001,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv42]]
024,005,002,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv43]]
024,005,003,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv44]]
024,005,004,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv45]]
024,005,005,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv46]]
024,005,006,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv47]]
024,005,007,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv48]]
024,005,008,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv49]]
024,005,009,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv50]]
024,005,010,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv51]]
024,005,011,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv52]]
024,005,012,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv53]]
024,005,013,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv54]]
024,005,014,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv55]]
024,005,015,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv56]]
024,005,016,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv57]]
024,005,017,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv58]]
024,005,018,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv59]]
024,005,019,[[Le'Grim Strikes (Old)/Rampage Lv41~60|Rampage Lv60]]
024,006,,[[Mega Menace (Old)/On Mighty Wings Lv1~20|Mega Menace!]]
024,006,000,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv1]]
024,006,001,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv2]]
024,006,002,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv3]]
024,006,003,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv4]]
024,006,004,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv5]]
024,006,005,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv6]]
024,006,006,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv7]]
024,006,007,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv8]]
024,006,008,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv9]]
024,006,009,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv10]]
024,006,010,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv11]]
024,006,011,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv12]]
024,006,012,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv13]]
024,006,013,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv14]]
024,006,014,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv15]]
024,006,015,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv16]]
024,006,016,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv17]]
024,006,017,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv18]]
024,006,018,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv19]]
024,006,019,[[Mega Menace (Old)/On Mighty Wings Lv1~20|On Mighty Wings Lv20]]
024,007,,[[Mega Menace (Old)/On Mighty Wings Lv21~40|Mega Menace!!]]
024,007,000,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv21]]
024,007,001,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv22]]
024,007,002,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv23]]
024,007,003,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv24]]
024,007,004,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv25]]
024,007,005,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv26]]
024,007,006,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv27]]
024,007,007,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv28]]
024,007,008,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv29]]
024,007,009,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv30]]
024,007,010,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv31]]
024,007,011,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv32]]
024,007,012,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv33]]
024,007,013,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv34]]
024,007,014,[[Mega Menace (Old)/On Mighty Wings Lv21~40|On Mighty Wings Lv35]]
